,Ethnicity,Mode of study,Country of HE provider,Academic year,Classification of first degree,Number
6456,Not known,Part-time,Northern Ireland,2018/19,Upper second class honours,5
6457,Not known,Part-time,Northern Ireland,2018/19,Lower second class honours,0
6458,Not known,Part-time,Northern Ireland,2018/19,Third class honours/Pass,0
6459,Not known,Part-time,Northern Ireland,2018/19,Unclassified,0
6460,Not known,Full-time,Scotland,2018/19,First class honours,45
6461,Not known,Full-time,Scotland,2018/19,Upper second class honours,95
6462,Not known,Full-time,Scotland,2018/19,Lower second class honours,45
6463,Not known,Full-time,Scotland,2018/19,Third class honours/Pass,15
6464,Not known,Full-time,Scotland,2018/19,Unclassified,190
6465,Not known,Part-time,Scotland,2018/19,First class honours,5
6466,Not known,Part-time,Scotland,2018/19,Upper second class honours,5
6467,Not known,Part-time,Scotland,2018/19,Lower second class honours,5
6468,Not known,Part-time,Scotland,2018/19,Third class honours/Pass,0
6469,Not known,Part-time,Scotland,2018/19,Unclassified,90
6470,Not known,Full-time,Wales,2018/19,First class honours,60
6471,Not known,Full-time,Wales,2018/19,Upper second class honours,80
6472,Not known,Full-time,Wales,2018/19,Lower second class honours,50
6473,Not known,Full-time,Wales,2018/19,Third class honours/Pass,20
6474,Not known,Full-time,Wales,2018/19,Unclassified,10
6475,Not known,Part-time,Wales,2018/19,First class honours,10
6476,Not known,Part-time,Wales,2018/19,Upper second class honours,5
6477,Not known,Part-time,Wales,2018/19,Lower second class honours,10
6478,Not known,Part-time,Wales,2018/19,Third class honours/Pass,0
6479,Not known,Part-time,Wales,2018/19,Unclassified,0
6480,Not known,Full-time,England,2019/20,First class honours,1105
6481,Not known,Full-time,England,2019/20,Upper second class honours,1890
6482,Not known,Full-time,England,2019/20,Lower second class honours,1115
6483,Not known,Full-time,England,2019/20,Third class honours/Pass,690
6484,Not known,Full-time,England,2019/20,Unclassified,195
6485,Not known,Part-time,England,2019/20,First class honours,130
6486,Not known,Part-time,England,2019/20,Upper second class honours,235
6487,Not known,Part-time,England,2019/20,Lower second class honours,190
6488,Not known,Part-time,England,2019/20,Third class honours/Pass,260
6489,Not known,Part-time,England,2019/20,Unclassified,105
6490,Not known,Full-time,Northern Ireland,2019/20,First class honours,15
6491,Not known,Full-time,Northern Ireland,2019/20,Upper second class honours,20
6492,Not known,Full-time,Northern Ireland,2019/20,Lower second class honours,5
6493,Not known,Full-time,Northern Ireland,2019/20,Third class honours/Pass,0
6494,Not known,Full-time,Northern Ireland,2019/20,Unclassified,5
6495,Not known,Part-time,Northern Ireland,2019/20,First class honours,5
6496,Not known,Part-time,Northern Ireland,2019/20,Upper second class honours,0
6497,Not known,Part-time,Northern Ireland,2019/20,Lower second class honours,0
6498,Not known,Part-time,Northern Ireland,2019/20,Third class honours/Pass,0
6499,Not known,Part-time,Northern Ireland,2019/20,Unclassified,0
6500,Not known,Full-time,Scotland,2019/20,First class honours,45
6501,Not known,Full-time,Scotland,2019/20,Upper second class honours,100
6502,Not known,Full-time,Scotland,2019/20,Lower second class honours,45
6503,Not known,Full-time,Scotland,2019/20,Third class honours/Pass,25
6504,Not known,Full-time,Scotland,2019/20,Unclassified,195
6505,Not known,Part-time,Scotland,2019/20,First class honours,5
6506,Not known,Part-time,Scotland,2019/20,Upper second class honours,5
6507,Not known,Part-time,Scotland,2019/20,Lower second class honours,5
6508,Not known,Part-time,Scotland,2019/20,Third class honours/Pass,0
6509,Not known,Part-time,Scotland,2019/20,Unclassified,130
6510,Not known,Full-time,Wales,2019/20,First class honours,60
6511,Not known,Full-time,Wales,2019/20,Upper second class honours,100
6512,Not known,Full-time,Wales,2019/20,Lower second class honours,20
6513,Not known,Full-time,Wales,2019/20,Third class honours/Pass,10
6514,Not known,Full-time,Wales,2019/20,Unclassified,5
6515,Not known,Part-time,Wales,2019/20,First class honours,5
6516,Not known,Part-time,Wales,2019/20,Upper second class honours,0
6517,Not known,Part-time,Wales,2019/20,Lower second class honours,0
6518,Not known,Part-time,Wales,2019/20,Third class honours/Pass,0
6519,Not known,Part-time,Wales,2019/20,Unclassified,0
6520,Not known,All,England,2014/15,First class honours,895
6521,Not known,All,England,2014/15,Upper second class honours,2240
6522,Not known,All,England,2014/15,Lower second class honours,1790
6523,Not known,All,England,2014/15,Third class honours/Pass,1365
6524,Not known,All,England,2014/15,Unclassified,440
6525,Not known,All,Northern Ireland,2014/15,First class honours,10
6526,Not known,All,Northern Ireland,2014/15,Upper second class honours,20
6527,Not known,All,Northern Ireland,2014/15,Lower second class honours,5
6528,Not known,All,Northern Ireland,2014/15,Third class honours/Pass,0
6529,Not known,All,Northern Ireland,2014/15,Unclassified,0
6530,Not known,All,Scotland,2014/15,First class honours,30
6531,Not known,All,Scotland,2014/15,Upper second class honours,75
6532,Not known,All,Scotland,2014/15,Lower second class honours,35
6533,Not known,All,Scotland,2014/15,Third class honours/Pass,20
6534,Not known,All,Scotland,2014/15,Unclassified,330
6535,Not known,All,Wales,2014/15,First class honours,60
6536,Not known,All,Wales,2014/15,Upper second class honours,115
6537,Not known,All,Wales,2014/15,Lower second class honours,75
6538,Not known,All,Wales,2014/15,Third class honours/Pass,25
6539,Not known,All,Wales,2014/15,Unclassified,20
6540,Not known,All,England,2015/16,First class honours,790
6541,Not known,All,England,2015/16,Upper second class honours,1980
6542,Not known,All,England,2015/16,Lower second class honours,1555
6543,Not known,All,England,2015/16,Third class honours/Pass,1280
6544,Not known,All,England,2015/16,Unclassified,355
6545,Not known,All,Northern Ireland,2015/16,First class honours,10
6546,Not known,All,Northern Ireland,2015/16,Upper second class honours,15
6547,Not known,All,Northern Ireland,2015/16,Lower second class honours,10
6548,Not known,All,Northern Ireland,2015/16,Third class honours/Pass,0
6549,Not known,All,Northern Ireland,2015/16,Unclassified,5
6550,Not known,All,Scotland,2015/16,First class honours,45
6551,Not known,All,Scotland,2015/16,Upper second class honours,105
6552,Not known,All,Scotland,2015/16,Lower second class honours,55
6553,Not known,All,Scotland,2015/16,Third class honours/Pass,10
6554,Not known,All,Scotland,2015/16,Unclassified,255
6555,Not known,All,Wales,2015/16,First class honours,70
6556,Not known,All,Wales,2015/16,Upper second class honours,115
6557,Not known,All,Wales,2015/16,Lower second class honours,55
6558,Not known,All,Wales,2015/16,Third class honours/Pass,15
6559,Not known,All,Wales,2015/16,Unclassified,20
6560,Not known,All,England,2016/17,First class honours,925
6561,Not known,All,England,2016/17,Upper second class honours,2105
6562,Not known,All,England,2016/17,Lower second class honours,1430
6563,Not known,All,England,2016/17,Third class honours/Pass,1240
6564,Not known,All,England,2016/17,Unclassified,275
6565,Not known,All,Northern Ireland,2016/17,First class honours,10
6566,Not known,All,Northern Ireland,2016/17,Upper second class honours,15
6567,Not known,All,Northern Ireland,2016/17,Lower second class honours,10
6568,Not known,All,Northern Ireland,2016/17,Third class honours/Pass,5
6569,Not known,All,Northern Ireland,2016/17,Unclassified,0
6570,Not known,All,Scotland,2016/17,First class honours,40
6571,Not known,All,Scotland,2016/17,Upper second class honours,75
6572,Not known,All,Scotland,2016/17,Lower second class honours,40
6573,Not known,All,Scotland,2016/17,Third class honours/Pass,25
6574,Not known,All,Scotland,2016/17,Unclassified,255
6575,Not known,All,Wales,2016/17,First class honours,70
6576,Not known,All,Wales,2016/17,Upper second class honours,115
6577,Not known,All,Wales,2016/17,Lower second class honours,70
6578,Not known,All,Wales,2016/17,Third class honours/Pass,40
6579,Not known,All,Wales,2016/17,Unclassified,20
6580,Not known,All,England,2017/18,First class honours,935
6581,Not known,All,England,2017/18,Upper second class honours,1750
6582,Not known,All,England,2017/18,Lower second class honours,1315
6583,Not known,All,England,2017/18,Third class honours/Pass,1180
6584,Not known,All,England,2017/18,Unclassified,285
6585,Not known,All,Northern Ireland,2017/18,First class honours,5
6586,Not known,All,Northern Ireland,2017/18,Upper second class honours,20
6587,Not known,All,Northern Ireland,2017/18,Lower second class honours,10
6588,Not known,All,Northern Ireland,2017/18,Third class honours/Pass,0
6589,Not known,All,Northern Ireland,2017/18,Unclassified,0
6590,Not known,All,Scotland,2017/18,First class honours,45
6591,Not known,All,Scotland,2017/18,Upper second class honours,110
6592,Not known,All,Scotland,2017/18,Lower second class honours,55
6593,Not known,All,Scotland,2017/18,Third class honours/Pass,5
6594,Not known,All,Scotland,2017/18,Unclassified,280
6595,Not known,All,Wales,2017/18,First class honours,70
6596,Not known,All,Wales,2017/18,Upper second class honours,135
6597,Not known,All,Wales,2017/18,Lower second class honours,55
6598,Not known,All,Wales,2017/18,Third class honours/Pass,30
6599,Not known,All,Wales,2017/18,Unclassified,15
6600,Not known,All,England,2018/19,First class honours,970
6601,Not known,All,England,2018/19,Upper second class honours,1930
6602,Not known,All,England,2018/19,Lower second class honours,1355
6603,Not known,All,England,2018/19,Third class honours/Pass,1170
6604,Not known,All,England,2018/19,Unclassified,310
6605,Not known,All,Northern Ireland,2018/19,First class honours,15
6606,Not known,All,Northern Ireland,2018/19,Upper second class honours,20
6607,Not known,All,Northern Ireland,2018/19,Lower second class honours,5
6608,Not known,All,Northern Ireland,2018/19,Third class honours/Pass,0
6609,Not known,All,Northern Ireland,2018/19,Unclassified,0
6610,Not known,All,Scotland,2018/19,First class honours,50
6611,Not known,All,Scotland,2018/19,Upper second class honours,100
6612,Not known,All,Scotland,2018/19,Lower second class honours,50
6613,Not known,All,Scotland,2018/19,Third class honours/Pass,20
6614,Not known,All,Scotland,2018/19,Unclassified,280
6615,Not known,All,Wales,2018/19,First class honours,70
6616,Not known,All,Wales,2018/19,Upper second class honours,90
6617,Not known,All,Wales,2018/19,Lower second class honours,55
6618,Not known,All,Wales,2018/19,Third class honours/Pass,25
6619,Not known,All,Wales,2018/19,Unclassified,10
6620,Not known,All,England,2019/20,First class honours,1235
6621,Not known,All,England,2019/20,Upper second class honours,2125
6622,Not known,All,England,2019/20,Lower second class honours,1305
6623,Not known,All,England,2019/20,Third class honours/Pass,950
6624,Not known,All,England,2019/20,Unclassified,300
6625,Not known,All,Northern Ireland,2019/20,First class honours,20
6626,Not known,All,Northern Ireland,2019/20,Upper second class honours,20
6627,Not known,All,Northern Ireland,2019/20,Lower second class honours,5
6628,Not known,All,Northern Ireland,2019/20,Third class honours/Pass,0
6629,Not known,All,Northern Ireland,2019/20,Unclassified,5
6630,Not known,All,Scotland,2019/20,First class honours,50
6631,Not known,All,Scotland,2019/20,Upper second class honours,105
6632,Not known,All,Scotland,2019/20,Lower second class honours,50
6633,Not known,All,Scotland,2019/20,Third class honours/Pass,25
6634,Not known,All,Scotland,2019/20,Unclassified,325
6635,Not known,All,Wales,2019/20,First class honours,65
6636,Not known,All,Wales,2019/20,Upper second class honours,100
6637,Not known,All,Wales,2019/20,Lower second class honours,25
6638,Not known,All,Wales,2019/20,Third class honours/Pass,10
6639,Not known,All,Wales,2019/20,Unclassified,5
6640,Not known,All,All,2014/15,First class honours,995
6641,Not known,All,All,2014/15,Upper second class honours,2445
6642,Not known,All,All,2014/15,Lower second class honours,1910
6643,Not known,All,All,2014/15,Third class honours/Pass,1405
6644,Not known,All,All,2014/15,Unclassified,790
6645,Not known,All,All,2015/16,First class honours,915
6646,Not known,All,All,2015/16,Upper second class honours,2210
6647,Not known,All,All,2015/16,Lower second class honours,1675
6648,Not known,All,All,2015/16,Third class honours/Pass,1310
6649,Not known,All,All,2015/16,Unclassified,635
6650,Not known,All,All,2016/17,First class honours,1045
6651,Not known,All,All,2016/17,Upper second class honours,2310
6652,Not known,All,All,2016/17,Lower second class honours,1550
6653,Not known,All,All,2016/17,Third class honours/Pass,1305
6654,Not known,All,All,2016/17,Unclassified,550
6655,Not known,All,All,2017/18,First class honours,1055
6656,Not known,All,All,2017/18,Upper second class honours,2015
6657,Not known,All,All,2017/18,Lower second class honours,1435
6658,Not known,All,All,2017/18,Third class honours/Pass,1220
6659,Not known,All,All,2017/18,Unclassified,580
6660,Not known,All,All,2018/19,First class honours,1105
6661,Not known,All,All,2018/19,Upper second class honours,2140
6662,Not known,All,All,2018/19,Lower second class honours,1465
6663,Not known,All,All,2018/19,Third class honours/Pass,1215
6664,Not known,All,All,2018/19,Unclassified,605
6665,Not known,All,All,2019/20,First class honours,1370
6666,Not known,All,All,2019/20,Upper second class honours,2350
6667,Not known,All,All,2019/20,Lower second class honours,1380
6668,Not known,All,All,2019/20,Third class honours/Pass,985
6669,Not known,All,All,2019/20,Unclassified,635
6670,Not known,Full-time,All,2014/15,First class honours,805
6671,Not known,Full-time,All,2014/15,Upper second class honours,2040
6672,Not known,Full-time,All,2014/15,Lower second class honours,1530
6673,Not known,Full-time,All,2014/15,Third class honours/Pass,985
6674,Not known,Full-time,All,2014/15,Unclassified,545
6675,Not known,Full-time,All,2015/16,First class honours,740
6676,Not known,Full-time,All,2015/16,Upper second class honours,1700
6677,Not known,Full-time,All,2015/16,Lower second class honours,1225
6678,Not known,Full-time,All,2015/16,Third class honours/Pass,840
6679,Not known,Full-time,All,2015/16,Unclassified,440
6680,Not known,Full-time,All,2016/17,First class honours,795
6681,Not known,Full-time,All,2016/17,Upper second class honours,1780
6682,Not known,Full-time,All,2016/17,Lower second class honours,1145
6683,Not known,Full-time,All,2016/17,Third class honours/Pass,880
6684,Not known,Full-time,All,2016/17,Unclassified,405
6685,Not known,Full-time,All,2017/18,First class honours,885
6686,Not known,Full-time,All,2017/18,Upper second class honours,1720
6687,Not known,Full-time,All,2017/18,Lower second class honours,1145
6688,Not known,Full-time,All,2017/18,Third class honours/Pass,875
6689,Not known,Full-time,All,2017/18,Unclassified,400
6690,Not known,Full-time,All,2018/19,First class honours,945
6691,Not known,Full-time,All,2018/19,Upper second class honours,1835
6692,Not known,Full-time,All,2018/19,Lower second class honours,1245
6693,Not known,Full-time,All,2018/19,Third class honours/Pass,880
6694,Not known,Full-time,All,2018/19,Unclassified,405
6695,Not known,Full-time,All,2019/20,First class honours,1225
6696,Not known,Full-time,All,2019/20,Upper second class honours,2105
6697,Not known,Full-time,All,2019/20,Lower second class honours,1185
6698,Not known,Full-time,All,2019/20,Third class honours/Pass,725
6699,Not known,Full-time,All,2019/20,Unclassified,400
6700,Not known,Part-time,All,2014/15,First class honours,195
6701,Not known,Part-time,All,2014/15,Upper second class honours,405
6702,Not known,Part-time,All,2014/15,Lower second class honours,380
6703,Not known,Part-time,All,2014/15,Third class honours/Pass,425
6704,Not known,Part-time,All,2014/15,Unclassified,245
6705,Not known,Part-time,All,2015/16,First class honours,170
6706,Not known,Part-time,All,2015/16,Upper second class honours,510
6707,Not known,Part-time,All,2015/16,Lower second class honours,445
6708,Not known,Part-time,All,2015/16,Third class honours/Pass,465
6709,Not known,Part-time,All,2015/16,Unclassified,195
6710,Not known,Part-time,All,2016/17,First class honours,250
6711,Not known,Part-time,All,2016/17,Upper second class honours,530
6712,Not known,Part-time,All,2016/17,Lower second class honours,405
6713,Not known,Part-time,All,2016/17,Third class honours/Pass,425
6714,Not known,Part-time,All,2016/17,Unclassified,145
6715,Not known,Part-time,All,2017/18,First class honours,175
6716,Not known,Part-time,All,2017/18,Upper second class honours,290
6717,Not known,Part-time,All,2017/18,Lower second class honours,295
6718,Not known,Part-time,All,2017/18,Third class honours/Pass,345
6719,Not known,Part-time,All,2017/18,Unclassified,180
6720,Not known,Part-time,All,2018/19,First class honours,160
6721,Not known,Part-time,All,2018/19,Upper second class honours,305
6722,Not known,Part-time,All,2018/19,Lower second class honours,220
6723,Not known,Part-time,All,2018/19,Third class honours/Pass,335
6724,Not known,Part-time,All,2018/19,Unclassified,200
6725,Not known,Part-time,All,2019/20,First class honours,145
6726,Not known,Part-time,All,2019/20,Upper second class honours,245
6727,Not known,Part-time,All,2019/20,Lower second class honours,195
6728,Not known,Part-time,All,2019/20,Third class honours/Pass,265
6729,Not known,Part-time,All,2019/20,Unclassified,235
