Category marker,Category,Mode of study,Country of HE provider,Academic year,Classification of first degree,Number
Sex,Male,Full-time,Northern Ireland,2014/15,Upper second class honours,1585
Sex,Male,Full-time,Northern Ireland,2014/15,Lower second class honours,740
Sex,Male,Full-time,Northern Ireland,2014/15,Third class honours/Pass,105
Sex,Male,Full-time,Northern Ireland,2014/15,Unclassified,110
Sex,Male,Part-time,Northern Ireland,2014/15,First class honours,60
Sex,Male,Part-time,Northern Ireland,2014/15,Upper second class honours,155
Sex,Male,Part-time,Northern Ireland,2014/15,Lower second class honours,130
Sex,Male,Part-time,Northern Ireland,2014/15,Third class honours/Pass,45
Sex,Male,Part-time,Northern Ireland,2014/15,Unclassified,10
Sex,Male,Full-time,Scotland,2014/15,First class honours,1935
Sex,Male,Full-time,Scotland,2014/15,Upper second class honours,4370
Sex,Male,Full-time,Scotland,2014/15,Lower second class honours,1730
Sex,Male,Full-time,Scotland,2014/15,Third class honours/Pass,335
Sex,Male,Full-time,Scotland,2014/15,Unclassified,2720
Sex,Male,Part-time,Scotland,2014/15,First class honours,90
Sex,Male,Part-time,Scotland,2014/15,Upper second class honours,175
Sex,Male,Part-time,Scotland,2014/15,Lower second class honours,140
Sex,Male,Part-time,Scotland,2014/15,Third class honours/Pass,60
Sex,Male,Part-time,Scotland,2014/15,Unclassified,670
Sex,Male,Full-time,Wales,2014/15,First class honours,1360
Sex,Male,Full-time,Wales,2014/15,Upper second class honours,3310
Sex,Male,Full-time,Wales,2014/15,Lower second class honours,1870
Sex,Male,Full-time,Wales,2014/15,Third class honours/Pass,345
Sex,Male,Full-time,Wales,2014/15,Unclassified,215
Sex,Male,Part-time,Wales,2014/15,First class honours,115
Sex,Male,Part-time,Wales,2014/15,Upper second class honours,210
Sex,Male,Part-time,Wales,2014/15,Lower second class honours,115
Sex,Male,Part-time,Wales,2014/15,Third class honours/Pass,75
Sex,Male,Part-time,Wales,2014/15,Unclassified,35
Sex,Male,Full-time,England,2015/16,First class honours,25305
Sex,Male,Full-time,England,2015/16,Upper second class honours,50945
Sex,Male,Full-time,England,2015/16,Lower second class honours,22065
Sex,Male,Full-time,England,2015/16,Third class honours/Pass,4705
Sex,Male,Full-time,England,2015/16,Unclassified,4160
Sex,Male,Part-time,England,2015/16,First class honours,2050
Sex,Male,Part-time,England,2015/16,Upper second class honours,3545
Sex,Male,Part-time,England,2015/16,Lower second class honours,2725
Sex,Male,Part-time,England,2015/16,Third class honours/Pass,1695
Sex,Male,Part-time,England,2015/16,Unclassified,755
Sex,Male,Full-time,Northern Ireland,2015/16,First class honours,730
Sex,Male,Full-time,Northern Ireland,2015/16,Upper second class honours,1625
Sex,Male,Full-time,Northern Ireland,2015/16,Lower second class honours,805
Sex,Male,Full-time,Northern Ireland,2015/16,Third class honours/Pass,125
Sex,Male,Full-time,Northern Ireland,2015/16,Unclassified,95
Sex,Male,Part-time,Northern Ireland,2015/16,First class honours,65
Sex,Male,Part-time,Northern Ireland,2015/16,Upper second class honours,140
Sex,Male,Part-time,Northern Ireland,2015/16,Lower second class honours,90
Sex,Male,Part-time,Northern Ireland,2015/16,Third class honours/Pass,35
Sex,Male,Part-time,Northern Ireland,2015/16,Unclassified,15
Sex,Male,Full-time,Scotland,2015/16,First class honours,2160
Sex,Male,Full-time,Scotland,2015/16,Upper second class honours,4555
Sex,Male,Full-time,Scotland,2015/16,Lower second class honours,1700
Sex,Male,Full-time,Scotland,2015/16,Third class honours/Pass,335
Sex,Male,Full-time,Scotland,2015/16,Unclassified,2690
Sex,Male,Part-time,Scotland,2015/16,First class honours,95
Sex,Male,Part-time,Scotland,2015/16,Upper second class honours,200
Sex,Male,Part-time,Scotland,2015/16,Lower second class honours,145
Sex,Male,Part-time,Scotland,2015/16,Third class honours/Pass,50
Sex,Male,Part-time,Scotland,2015/16,Unclassified,585
Sex,Male,Full-time,Wales,2015/16,First class honours,1495
Sex,Male,Full-time,Wales,2015/16,Upper second class honours,3415
Sex,Male,Full-time,Wales,2015/16,Lower second class honours,1835
Sex,Male,Full-time,Wales,2015/16,Third class honours/Pass,290
Sex,Male,Full-time,Wales,2015/16,Unclassified,205
Sex,Male,Part-time,Wales,2015/16,First class honours,155
Sex,Male,Part-time,Wales,2015/16,Upper second class honours,175
Sex,Male,Part-time,Wales,2015/16,Lower second class honours,90
Sex,Male,Part-time,Wales,2015/16,Third class honours/Pass,65
Sex,Male,Part-time,Wales,2015/16,Unclassified,30
Sex,Male,Full-time,England,2016/17,First class honours,28995
Sex,Male,Full-time,England,2016/17,Upper second class honours,52700
Sex,Male,Full-time,England,2016/17,Lower second class honours,21745
Sex,Male,Full-time,England,2016/17,Third class honours/Pass,4610
Sex,Male,Full-time,England,2016/17,Unclassified,4100
Sex,Male,Part-time,England,2016/17,First class honours,2220
Sex,Male,Part-time,England,2016/17,Upper second class honours,3545
Sex,Male,Part-time,England,2016/17,Lower second class honours,2700
Sex,Male,Part-time,England,2016/17,Third class honours/Pass,1640
Sex,Male,Part-time,England,2016/17,Unclassified,575
Sex,Male,Full-time,Northern Ireland,2016/17,First class honours,775
Sex,Male,Full-time,Northern Ireland,2016/17,Upper second class honours,1785
Sex,Male,Full-time,Northern Ireland,2016/17,Lower second class honours,770
Sex,Male,Full-time,Northern Ireland,2016/17,Third class honours/Pass,110
Sex,Male,Full-time,Northern Ireland,2016/17,Unclassified,95
Sex,Male,Part-time,Northern Ireland,2016/17,First class honours,80
Sex,Male,Part-time,Northern Ireland,2016/17,Upper second class honours,160
Sex,Male,Part-time,Northern Ireland,2016/17,Lower second class honours,85
Sex,Male,Part-time,Northern Ireland,2016/17,Third class honours/Pass,30
Sex,Male,Part-time,Northern Ireland,2016/17,Unclassified,15
Sex,Male,Full-time,Scotland,2016/17,First class honours,2275
Sex,Male,Full-time,Scotland,2016/17,Upper second class honours,4665
Sex,Male,Full-time,Scotland,2016/17,Lower second class honours,1825
Sex,Male,Full-time,Scotland,2016/17,Third class honours/Pass,325
Sex,Male,Full-time,Scotland,2016/17,Unclassified,2620
Sex,Male,Part-time,Scotland,2016/17,First class honours,105
Sex,Male,Part-time,Scotland,2016/17,Upper second class honours,205
Sex,Male,Part-time,Scotland,2016/17,Lower second class honours,170
Sex,Male,Part-time,Scotland,2016/17,Third class honours/Pass,65
Sex,Male,Part-time,Scotland,2016/17,Unclassified,525
Sex,Male,Full-time,Wales,2016/17,First class honours,1775
Sex,Male,Full-time,Wales,2016/17,Upper second class honours,3595
Sex,Male,Full-time,Wales,2016/17,Lower second class honours,1825
Sex,Male,Full-time,Wales,2016/17,Third class honours/Pass,330
Sex,Male,Full-time,Wales,2016/17,Unclassified,220
Sex,Male,Part-time,Wales,2016/17,First class honours,140
Sex,Male,Part-time,Wales,2016/17,Upper second class honours,200
Sex,Male,Part-time,Wales,2016/17,Lower second class honours,125
Sex,Male,Part-time,Wales,2016/17,Third class honours/Pass,55
Sex,Male,Part-time,Wales,2016/17,Unclassified,35
Sex,Male,Full-time,England,2017/18,First class honours,31155
Sex,Male,Full-time,England,2017/18,Upper second class honours,52250
Sex,Male,Full-time,England,2017/18,Lower second class honours,21065
Sex,Male,Full-time,England,2017/18,Third class honours/Pass,4660
Sex,Male,Full-time,England,2017/18,Unclassified,4100
Sex,Male,Part-time,England,2017/18,First class honours,2105
Sex,Male,Part-time,England,2017/18,Upper second class honours,3020
Sex,Male,Part-time,England,2017/18,Lower second class honours,2440
Sex,Male,Part-time,England,2017/18,Third class honours/Pass,1505
Sex,Male,Part-time,England,2017/18,Unclassified,500
Sex,Male,Full-time,Northern Ireland,2017/18,First class honours,870
Sex,Male,Full-time,Northern Ireland,2017/18,Upper second class honours,1615
Sex,Male,Full-time,Northern Ireland,2017/18,Lower second class honours,640
Sex,Male,Full-time,Northern Ireland,2017/18,Third class honours/Pass,80
Sex,Male,Full-time,Northern Ireland,2017/18,Unclassified,90
Sex,Male,Part-time,Northern Ireland,2017/18,First class honours,75
Sex,Male,Part-time,Northern Ireland,2017/18,Upper second class honours,130
Sex,Male,Part-time,Northern Ireland,2017/18,Lower second class honours,75
Sex,Male,Part-time,Northern Ireland,2017/18,Third class honours/Pass,40
Sex,Male,Part-time,Northern Ireland,2017/18,Unclassified,10
Sex,Male,Full-time,Scotland,2017/18,First class honours,2365
Sex,Male,Full-time,Scotland,2017/18,Upper second class honours,4885
Sex,Male,Full-time,Scotland,2017/18,Lower second class honours,1665
Sex,Male,Full-time,Scotland,2017/18,Third class honours/Pass,290
Sex,Male,Full-time,Scotland,2017/18,Unclassified,2560
Sex,Male,Part-time,Scotland,2017/18,First class honours,105
Sex,Male,Part-time,Scotland,2017/18,Upper second class honours,195
Sex,Male,Part-time,Scotland,2017/18,Lower second class honours,160
Sex,Male,Part-time,Scotland,2017/18,Third class honours/Pass,75
Sex,Male,Part-time,Scotland,2017/18,Unclassified,495
Sex,Male,Full-time,Wales,2017/18,First class honours,1920
Sex,Male,Full-time,Wales,2017/18,Upper second class honours,3545
Sex,Male,Full-time,Wales,2017/18,Lower second class honours,1665
Sex,Male,Full-time,Wales,2017/18,Third class honours/Pass,260
Sex,Male,Full-time,Wales,2017/18,Unclassified,200
Sex,Male,Part-time,Wales,2017/18,First class honours,140
Sex,Male,Part-time,Wales,2017/18,Upper second class honours,170
Sex,Male,Part-time,Wales,2017/18,Lower second class honours,105
Sex,Male,Part-time,Wales,2017/18,Third class honours/Pass,60
Sex,Male,Part-time,Wales,2017/18,Unclassified,35
Sex,Male,Full-time,England,2018/19,First class honours,31010
Sex,Male,Full-time,England,2018/19,Upper second class honours,52505
Sex,Male,Full-time,England,2018/19,Lower second class honours,21500
Sex,Male,Full-time,England,2018/19,Third class honours/Pass,4740
Sex,Male,Full-time,England,2018/19,Unclassified,4050
Sex,Male,Part-time,England,2018/19,First class honours,2175
Sex,Male,Part-time,England,2018/19,Upper second class honours,3090
Sex,Male,Part-time,England,2018/19,Lower second class honours,2240
Sex,Male,Part-time,England,2018/19,Third class honours/Pass,1415
Sex,Male,Part-time,England,2018/19,Unclassified,400
Sex,Male,Full-time,Northern Ireland,2018/19,First class honours,895
Sex,Male,Full-time,Northern Ireland,2018/19,Upper second class honours,1710
Sex,Male,Full-time,Northern Ireland,2018/19,Lower second class honours,605
Sex,Male,Full-time,Northern Ireland,2018/19,Third class honours/Pass,70
Sex,Male,Full-time,Northern Ireland,2018/19,Unclassified,75
Sex,Male,Part-time,Northern Ireland,2018/19,First class honours,100
Sex,Male,Part-time,Northern Ireland,2018/19,Upper second class honours,175
Sex,Male,Part-time,Northern Ireland,2018/19,Lower second class honours,90
Sex,Male,Part-time,Northern Ireland,2018/19,Third class honours/Pass,20
Sex,Male,Part-time,Northern Ireland,2018/19,Unclassified,5
Sex,Male,Full-time,Scotland,2018/19,First class honours,2485
Sex,Male,Full-time,Scotland,2018/19,Upper second class honours,4710
Sex,Male,Full-time,Scotland,2018/19,Lower second class honours,1635
Sex,Male,Full-time,Scotland,2018/19,Third class honours/Pass,280
Sex,Male,Full-time,Scotland,2018/19,Unclassified,2615
Sex,Male,Part-time,Scotland,2018/19,First class honours,130
Sex,Male,Part-time,Scotland,2018/19,Upper second class honours,260
Sex,Male,Part-time,Scotland,2018/19,Lower second class honours,140
Sex,Male,Part-time,Scotland,2018/19,Third class honours/Pass,75
Sex,Male,Part-time,Scotland,2018/19,Unclassified,490
Sex,Male,Full-time,Wales,2018/19,First class honours,1880
Sex,Male,Full-time,Wales,2018/19,Upper second class honours,3625
Sex,Male,Full-time,Wales,2018/19,Lower second class honours,1575
Sex,Male,Full-time,Wales,2018/19,Third class honours/Pass,255
Sex,Male,Full-time,Wales,2018/19,Unclassified,185
Sex,Male,Part-time,Wales,2018/19,First class honours,160
Sex,Male,Part-time,Wales,2018/19,Upper second class honours,165
Sex,Male,Part-time,Wales,2018/19,Lower second class honours,95
Sex,Male,Part-time,Wales,2018/19,Third class honours/Pass,45
Sex,Male,Part-time,Wales,2018/19,Unclassified,20
Sex,Male,Full-time,England,2019/20,First class honours,38110
Sex,Male,Full-time,England,2019/20,Upper second class honours,51250
Sex,Male,Full-time,England,2019/20,Lower second class honours,16390
Sex,Male,Full-time,England,2019/20,Third class honours/Pass,2920
Sex,Male,Full-time,England,2019/20,Unclassified,3965
Sex,Male,Part-time,England,2019/20,First class honours,2110
Sex,Male,Part-time,England,2019/20,Upper second class honours,2515
Sex,Male,Part-time,England,2019/20,Lower second class honours,1850
Sex,Male,Part-time,England,2019/20,Third class honours/Pass,920
Sex,Male,Part-time,England,2019/20,Unclassified,245
Sex,Male,Full-time,Northern Ireland,2019/20,First class honours,995
Sex,Male,Full-time,Northern Ireland,2019/20,Upper second class honours,1660
Sex,Male,Full-time,Northern Ireland,2019/20,Lower second class honours,435
Sex,Male,Full-time,Northern Ireland,2019/20,Third class honours/Pass,25
Sex,Male,Full-time,Northern Ireland,2019/20,Unclassified,85
Sex,Male,Part-time,Northern Ireland,2019/20,First class honours,80
Sex,Male,Part-time,Northern Ireland,2019/20,Upper second class honours,115
Sex,Male,Part-time,Northern Ireland,2019/20,Lower second class honours,75
Sex,Male,Part-time,Northern Ireland,2019/20,Third class honours/Pass,25
Sex,Male,Part-time,Northern Ireland,2019/20,Unclassified,0
Sex,Male,Full-time,Scotland,2019/20,First class honours,3185
Sex,Male,Full-time,Scotland,2019/20,Upper second class honours,4520
Sex,Male,Full-time,Scotland,2019/20,Lower second class honours,1290
Sex,Male,Full-time,Scotland,2019/20,Third class honours/Pass,210
Sex,Male,Full-time,Scotland,2019/20,Unclassified,2010
Sex,Male,Part-time,Scotland,2019/20,First class honours,95
Sex,Male,Part-time,Scotland,2019/20,Upper second class honours,145
Sex,Male,Part-time,Scotland,2019/20,Lower second class honours,90
Sex,Male,Part-time,Scotland,2019/20,Third class honours/Pass,35
Sex,Male,Part-time,Scotland,2019/20,Unclassified,370
Sex,Male,Full-time,Wales,2019/20,First class honours,2460
Sex,Male,Full-time,Wales,2019/20,Upper second class honours,3545
Sex,Male,Full-time,Wales,2019/20,Lower second class honours,1260
Sex,Male,Full-time,Wales,2019/20,Third class honours/Pass,185
Sex,Male,Full-time,Wales,2019/20,Unclassified,175
Sex,Male,Part-time,Wales,2019/20,First class honours,140
Sex,Male,Part-time,Wales,2019/20,Upper second class honours,115
Sex,Male,Part-time,Wales,2019/20,Lower second class honours,65
Sex,Male,Part-time,Wales,2019/20,Third class honours/Pass,30
Sex,Male,Part-time,Wales,2019/20,Unclassified,10
Sex,Male,All,England,2014/15,First class honours,26190
Sex,Male,All,England,2014/15,Upper second class honours,53615
Sex,Male,All,England,2014/15,Lower second class honours,25265
Sex,Male,All,England,2014/15,Third class honours/Pass,6295
Sex,Male,All,England,2014/15,Unclassified,5155
Sex,Male,All,Northern Ireland,2014/15,First class honours,685
Sex,Male,All,Northern Ireland,2014/15,Upper second class honours,1740
Sex,Male,All,Northern Ireland,2014/15,Lower second class honours,870
Sex,Male,All,Northern Ireland,2014/15,Third class honours/Pass,150
Sex,Male,All,Northern Ireland,2014/15,Unclassified,125
Sex,Male,All,Scotland,2014/15,First class honours,2020
Sex,Male,All,Scotland,2014/15,Upper second class honours,4545
Sex,Male,All,Scotland,2014/15,Lower second class honours,1870
Sex,Male,All,Scotland,2014/15,Third class honours/Pass,395
Sex,Male,All,Scotland,2014/15,Unclassified,3390
Sex,Male,All,Wales,2014/15,First class honours,1475
Sex,Male,All,Wales,2014/15,Upper second class honours,3520
Sex,Male,All,Wales,2014/15,Lower second class honours,1985
Sex,Male,All,Wales,2014/15,Third class honours/Pass,420
Sex,Male,All,Wales,2014/15,Unclassified,250
Sex,Male,All,England,2015/16,First class honours,27355
Sex,Male,All,England,2015/16,Upper second class honours,54490
Sex,Male,All,England,2015/16,Lower second class honours,24790
